"","Gene.Symbol","StrataNGSv3","xT","Match type.x","Approved symbol.x","Approved name.x","HGNC ID.x","Location.x","xO","TSO500","Match type.y","Approved symbol.y","Approved name.y","HGNC ID.y","Location.y","FoundationOne","Match type","Approved symbol","Approved name","HGNC ID","Location","MSK"
"1145","NFATC2",NA,NA,"Approved symbol","NFATC2","nuclear factor of activated T cells 2","HGNC:7776","20q13.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1146","NFATC3",NA,NA,"Approved symbol","NFATC3","nuclear factor of activated T cells 3","HGNC:7777","16q22.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1147","NFATC4",NA,NA,"Approved symbol","NFATC4","nuclear factor of activated T cells 4","HGNC:7778","14q12","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1148","NFE2L2","Yes","Yes","Approved symbol","NFE2L2","nuclear factor, erythroid 2 like 2","HGNC:7782","2q31.2","Yes","Yes","Approved symbol","NFE2L2","nuclear factor, erythroid 2 like 2","HGNC:7782","2q31.2","Yes","Approved symbol","NFE2L2","nuclear factor, erythroid 2 like 2","HGNC:7782","2q31.2","Yes"
"1149","NFIA",NA,NA,"Approved symbol","NFIA","nuclear factor I A","HGNC:7784","1p31.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1150","NFIB",NA,NA,"Approved symbol","NFIB","nuclear factor I B","HGNC:7785","9p23-p22.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1151","NFIC",NA,NA,"Approved symbol","NFIC","nuclear factor I C","HGNC:7786","19p13.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1152","NFIX",NA,NA,"Approved symbol","NFIX","nuclear factor I X","HGNC:7788","19p13.13","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1153","NFKB1","Yes",NA,"Approved symbol","NFKB1","nuclear factor kappa B subunit 1","HGNC:7794","4q24","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1154","NFKB2","Yes",NA,"Approved symbol","NFKB2","nuclear factor kappa B subunit 2","HGNC:7795","10q24.32","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1155","NFKBIA",NA,"Yes","Approved symbol","NFKBIA","NFKB inhibitor alpha","HGNC:7797","14q13.2","Yes","Yes","Approved symbol","NFKBIA","NFKB inhibitor alpha","HGNC:7797","14q13.2","Yes","Approved symbol","NFKBIA","NFKB inhibitor alpha","HGNC:7797","14q13.2","Yes"
"1156","NFKBIB",NA,NA,"Approved symbol","NFKBIB","NFKB inhibitor beta","HGNC:7798","19q13.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1157","NFKBID",NA,NA,"Approved symbol","NFKBID","NFKB inhibitor delta","HGNC:15671","19q13.12","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1158","NFKBIE",NA,NA,"Approved symbol","NFKBIE","NFKB inhibitor epsilon","HGNC:7799","6p21.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1159","NFKBIZ",NA,NA,"Approved symbol","NFKBIZ","NFKB inhibitor zeta","HGNC:29805","3q12.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1160","NGF",NA,NA,"Approved symbol","NGF","nerve growth factor","HGNC:7808","1p13.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1161","NHP2",NA,"Yes","Approved symbol","NHP2","NHP2 ribonucleoprotein","HGNC:14377","5q35.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1162","NIN","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1163","NIPBL",NA,NA,"Approved symbol","NIPBL","NIPBL cohesin loading factor","HGNC:28862","5p13.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1164","NKX2-1","Yes","Yes","Approved symbol","NKX2-1","NK2 homeobox 1","HGNC:11825","14q13.3","Yes","Yes","Approved symbol","NKX2-1","NK2 homeobox 1","HGNC:11825","14q13.3","Yes","Approved symbol","NKX2-1","NK2 homeobox 1","HGNC:11825","14q13.3","Yes"
"1165","NKX2-2",NA,NA,"Approved symbol","NKX2-2","NK2 homeobox 2","HGNC:7835","20p11.22","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1166","NKX2-3",NA,NA,"Approved symbol","NKX2-3","NK2 homeobox 3","HGNC:7836","10q24.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1167","NKX2-4",NA,NA,"Approved symbol","NKX2-4","NK2 homeobox 4","HGNC:7837","20p11.22","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1168","NKX2-5",NA,NA,"Approved symbol","NKX2-5","NK2 homeobox 5","HGNC:2488","5q34","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1169","NKX2-6",NA,NA,"Approved symbol","NKX2-6","NK2 homeobox 6","HGNC:32940","8p21.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1170","NKX2-8",NA,NA,"Approved symbol","NKX2-8","NK2 homeobox 8","HGNC:16364","14q13.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1171","NKX3-1",NA,NA,"Approved symbol","NKX3-1","NK3 homeobox 1","HGNC:7838","8p21.2","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","NKX3-1","NK3 homeobox 1","HGNC:7838","8p21.2","Yes"
"1172","NKX3-2",NA,NA,"Approved symbol","NKX3-2","NK3 homeobox 2","HGNC:951","4p15.33","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1173","NLRP1","Yes",NA,"Approved symbol","NLRP1","NLR family pyrin domain containing 1","HGNC:14374","17p13","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174","NOD2",NA,NA,"Approved symbol","NOD2","nucleotide binding oligomerization domain containing 2","HGNC:5331","16q12.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1175","NONO",NA,NA,"Approved symbol","NONO","non-POU domain containing octamer binding","HGNC:7871","Xq13.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1176","NOP10",NA,"Yes","Approved symbol","NOP10","NOP10 ribonucleoprotein","HGNC:14378","15q14","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177","NOTCH1","Yes","Yes","Approved symbol","NOTCH1","notch receptor 1","HGNC:7881","9q34.3","Yes","Yes","Approved symbol","NOTCH1","notch receptor 1","HGNC:7881","9q34.3","Yes","Approved symbol","NOTCH1","notch receptor 1","HGNC:7881","9q34.3","Yes"
"1178","NOTCH2","Yes","Yes","Approved symbol","NOTCH2","notch receptor 2","HGNC:7882","1p12","Yes","Yes","Approved symbol","NOTCH2","notch receptor 2","HGNC:7882","1p12","Yes","Approved symbol","NOTCH2","notch receptor 2","HGNC:7882","1p12","Yes"
"1179","NOTCH2NL",NA,NA,"Previous symbol","NOTCH2NLA","notch 2 N-terminal like A","HGNC:31862","1q21.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1180","NOTCH3",NA,"Yes","Approved symbol","NOTCH3","notch receptor 3","HGNC:7883","19p13.12","Yes","Yes","Approved symbol","NOTCH3","notch receptor 3","HGNC:7883","19p13.12","Yes","Approved symbol","NOTCH3","notch receptor 3","HGNC:7883","19p13.12","Yes"
"1181","NOTCH4","Yes",NA,"Approved symbol","NOTCH4","notch receptor 4","HGNC:7884","6p21.32","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","NOTCH4","notch receptor 4","HGNC:7884","6p21.32","Yes"
"1182","NPM1","Yes","Yes","Approved symbol","NPM1","nucleophosmin 1","HGNC:7910","5q35.1","Yes","Yes","Approved symbol","NPM1","nucleophosmin 1","HGNC:7910","5q35.1","Yes","Approved symbol","NPM1","nucleophosmin 1","HGNC:7910","5q35.1","Yes"
"1183","NPPB",NA,NA,"Approved symbol","NPPB","natriuretic peptide B","HGNC:7940","1p36.22","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1184","NPR1",NA,NA,"Approved symbol","NPR1","natriuretic peptide receptor 1","HGNC:7943","1q21.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1185","NQO1",NA,"Yes","Approved symbol","NQO1","NAD(P)H quinone dehydrogenase 1","HGNC:2874","16q22.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1186","NR0B1",NA,NA,"Approved symbol","NR0B1","nuclear receptor subfamily 0 group B member 1","HGNC:7960","Xp21.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1187","NR3C1",NA,NA,"Approved symbol","NR3C1","nuclear receptor subfamily 3 group C member 1","HGNC:7978","5q31.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1188","NR3C2",NA,NA,"Approved symbol","NR3C2","nuclear receptor subfamily 3 group C member 2","HGNC:7979","4q31","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1189","NR4A1",NA,NA,"Approved symbol","NR4A1","nuclear receptor subfamily 4 group A member 1","HGNC:7980","12q13.13","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1190","NR4A2",NA,NA,"Approved symbol","NR4A2","nuclear receptor subfamily 4 group A member 2","HGNC:7981","2q22-q23","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1191","NR4A3",NA,NA,"Approved symbol","NR4A3","nuclear receptor subfamily 4 group A member 3","HGNC:7982","9q22","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1192","NRAS","Yes","Yes","Approved symbol","NRAS","NRAS proto-oncogene, GTPase","HGNC:7989","1p13.2","Yes","Yes","Approved symbol","NRAS","NRAS proto-oncogene, GTPase","HGNC:7989","1p13.2","Yes","Approved symbol","NRAS","NRAS proto-oncogene, GTPase","HGNC:7989","1p13.2","Yes"
"1193","NRG1",NA,"Yes","Approved symbol","NRG1","neuregulin 1","HGNC:7997","8p12","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1194","NRG2",NA,NA,"Approved symbol","NRG2","neuregulin 2","HGNC:7998","5q31.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1195","NRG3",NA,NA,"Approved symbol","NRG3","neuregulin 3","HGNC:7999","10q23.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1196","NRG4",NA,NA,"Approved symbol","NRG4","neuregulin 4","HGNC:29862","15q24.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1197","NRIP1",NA,NA,"Approved symbol","NRIP1","nuclear receptor interacting protein 1","HGNC:8001","21q11.2-q21.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1198","NRTN",NA,NA,"Approved symbol","NRTN","neurturin","HGNC:8007","19p13.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1199","NSD1","Yes","Yes","Approved symbol","NSD1","nuclear receptor binding SET domain protein 1","HGNC:14234","5q35.3","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","NSD1","nuclear receptor binding SET domain protein 1","HGNC:14234","5q35.3","Yes"
"1200","NT5C2",NA,"Yes","Approved symbol","NT5C2","5'-nucleotidase, cytosolic II","HGNC:8022","10q24.32-q24.33","Yes",NA,"Approved symbol","NT5C2","5'-nucleotidase, cytosolic II","HGNC:8022","10q24.32-q24.33","Yes",NA,NA,NA,NA,NA,NA
"1201","NTF3",NA,NA,"Approved symbol","NTF3","neurotrophin 3","HGNC:8023","12p13.31","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1202","NTF4",NA,NA,"Approved symbol","NTF4","neurotrophin 4","HGNC:8024","19q13.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1203","NTHL1",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Approved symbol","NTHL1","nth like DNA glycosylase 1","HGNC:8028","16p13.3","Yes"
"1204","NTRK1","Yes","Yes","Approved symbol","NTRK1","neurotrophic receptor tyrosine kinase 1","HGNC:8031","1q23.1","Yes","Yes","Approved symbol","NTRK1","neurotrophic receptor tyrosine kinase 1","HGNC:8031","1q23.1","Yes","Approved symbol","NTRK1","neurotrophic receptor tyrosine kinase 1","HGNC:8031","1q23.1","Yes"
"1205","NTRK2","Yes","Yes","Approved symbol","NTRK2","neurotrophic receptor tyrosine kinase 2","HGNC:8032","9q21.33","Yes","Yes","Approved symbol","NTRK2","neurotrophic receptor tyrosine kinase 2","HGNC:8032","9q21.33","Yes","Approved symbol","NTRK2","neurotrophic receptor tyrosine kinase 2","HGNC:8032","9q21.33","Yes"
"1206","NTRK3","Yes","Yes","Approved symbol","NTRK3","neurotrophic receptor tyrosine kinase 3","HGNC:8033","15q25.3","Yes","Yes","Approved symbol","NTRK3","neurotrophic receptor tyrosine kinase 3","HGNC:8033","15q25.3","Yes","Approved symbol","NTRK3","neurotrophic receptor tyrosine kinase 3","HGNC:8033","15q25.3","Yes"
"1207","NUDT15",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1208","NUF2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Approved symbol","NUF2","NUF2 component of NDC80 kinetochore complex","HGNC:14621","1q23.3","Yes"
"1209","NUMA1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1210","NUMB",NA,NA,"Approved symbol","NUMB","NUMB endocytic adaptor protein","HGNC:8060","14q24.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1211","NUMBL",NA,NA,"Approved symbol","NUMBL","NUMB like endocytic adaptor protein","HGNC:8061","19q13.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1212","NUP214","Yes",NA,"Approved symbol","NUP214","nucleoporin 214","HGNC:8064","9q34.13","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1213","NUP93",NA,NA,"Approved symbol","NUP93","nucleoporin 93","HGNC:28958","16q13","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","NUP93","nucleoporin 93","HGNC:28958","16q13","Yes"
"1214","NUP98","Yes","Yes","Approved symbol","NUP98","nucleoporin 98","HGNC:8068","11p15.4","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1215","NUTM1",NA,NA,"Approved symbol","NUTM1","NUT midline carcinoma family member 1","HGNC:29919","15q14","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1216","NUTM2A",NA,NA,"Approved symbol","NUTM2A","NUT family member 2A","HGNC:23438","10q23.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1217","NUTM2B",NA,NA,"Approved symbol","NUTM2B","NUT family member 2B","HGNC:23445","10q22.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1218","NUTM2F",NA,NA,"Approved symbol","NUTM2F","NUT family member 2F","HGNC:23450","9q22.32","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1219","NUTM2G",NA,NA,"Approved symbol","NUTM2G","NUT family member 2G","HGNC:23449","9q22.33","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1220","ODC1",NA,NA,"Approved symbol","ODC1","ornithine decarboxylase 1","HGNC:8109","2p25.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1221","ODZ2",NA,NA,"Previous symbol","TENM2","teneurin transmembrane protein 2","HGNC:29943","5q34","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1222","OLIG2",NA,NA,"Approved symbol","OLIG2","oligodendrocyte transcription factor 2","HGNC:9398","21q22.11","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1223","OSMR",NA,NA,"Approved symbol","OSMR","oncostatin M receptor","HGNC:8507","5p13.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1224","P2RY8",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,"Approved symbol","P2RY8","P2Y receptor family member 8","HGNC:15524","Xp22.33 and Yp11.3","Yes",NA,NA,NA,NA,NA,NA
"1225","PAK1",NA,"Yes","Approved symbol","PAK1","p21 (RAC1) activated kinase 1","HGNC:8590","11q13.5-q14.1","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","PAK1","p21 (RAC1) activated kinase 1","HGNC:8590","11q13.5-q14.1","Yes"
"1226","PAK2",NA,NA,"Approved symbol","PAK2","p21 (RAC1) activated kinase 2","HGNC:8591","3q29","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1227","PAK3","Yes",NA,"Approved symbol","PAK3","p21 (RAC1) activated kinase 3","HGNC:8592","Xq23","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1228","PAK4",NA,NA,"Approved symbol","PAK4","p21 (RAC1) activated kinase 4","HGNC:16059","19q13.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1229","PAK6",NA,NA,"Approved symbol","PAK6","p21 (RAC1) activated kinase 6","HGNC:16061","15q15.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1230","PAK7",NA,NA,"Previous symbol","PAK5","p21 (RAC1) activated kinase 5","HGNC:15916","20p12.2","Yes","Yes",NA,NA,NA,NA,NA,NA,"Previous symbol","PAK5","p21 (RAC1) activated kinase 5","HGNC:15916","20p12.2","Yes"
"1231","PALB2","Yes","Yes","Approved symbol","PALB2","partner and localizer of BRCA2","HGNC:26144","16p12.2","Yes","Yes","Approved symbol","PALB2","partner and localizer of BRCA2","HGNC:26144","16p12.2","Yes","Approved symbol","PALB2","partner and localizer of BRCA2","HGNC:26144","16p12.2","Yes"
"1232","PALLD",NA,"Yes","Approved symbol","PALLD","palladin, cytoskeletal associated protein","HGNC:17068","4q32.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1233","PARK2",NA,"Yes","Previous symbol","PRKN","parkin RBR E3 ubiquitin protein ligase","HGNC:8607","6q26","Yes","Yes","Previous symbol","PRKN","parkin RBR E3 ubiquitin protein ligase","HGNC:8607","6q26","Yes","Previous symbol","PRKN","parkin RBR E3 ubiquitin protein ligase","HGNC:8607","6q26","Yes"
"1234","PARP1","Yes",NA,"Approved symbol","PARP1","poly(ADP-ribose) polymerase 1","HGNC:270","1q42.12","Yes","Yes","Approved symbol","PARP1","poly(ADP-ribose) polymerase 1","HGNC:270","1q42.12","Yes","Approved symbol","PARP1","poly(ADP-ribose) polymerase 1","HGNC:270","1q42.12","Yes"
"1235","PARP2",NA,NA,"Approved symbol","PARP2","poly(ADP-ribose) polymerase 2","HGNC:272","14q11.2","Yes",NA,"Approved symbol","PARP2","poly(ADP-ribose) polymerase 2","HGNC:272","14q11.2","Yes",NA,NA,NA,NA,NA,NA
"1236","PARP3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Approved symbol","PARP3","poly(ADP-ribose) polymerase family member 3","HGNC:273","3p21.2","Yes",NA,NA,NA,NA,NA,NA
"1237","PARP4",NA,NA,"Approved symbol","PARP4","poly(ADP-ribose) polymerase family member 4","HGNC:271","13q12.12","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1238","PATZ1",NA,NA,"Approved symbol","PATZ1","POZ/BTB and AT hook containing zinc finger 1","HGNC:13071","22q12.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1239","PAX1",NA,NA,"Approved symbol","PAX1","paired box 1","HGNC:8615","20p11.22","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1240","PAX2",NA,NA,"Approved symbol","PAX2","paired box 2","HGNC:8616","10q24.31","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1241","PAX3","Yes","Yes","Approved symbol","PAX3","paired box 3","HGNC:8617","2q36.1","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1242","PAX4",NA,NA,"Approved symbol","PAX4","paired box 4","HGNC:8618","7q32.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1243","PAX5","Yes","Yes","Approved symbol","PAX5","paired box 5","HGNC:8619","9p13.2","Yes","Yes","Approved symbol","PAX5","paired box 5","HGNC:8619","9p13.2","Yes","Approved symbol","PAX5","paired box 5","HGNC:8619","9p13.2","Yes"
"1244","PAX6",NA,NA,"Approved symbol","PAX6","paired box 6","HGNC:8620","11p13","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1245","PAX7","Yes","Yes","Approved symbol","PAX7","paired box 7","HGNC:8621","1p36.13","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1246","PAX8","Yes","Yes","Approved symbol","PAX8","paired box 8","HGNC:8622","2q14.1","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1247","PAX9",NA,NA,"Approved symbol","PAX9","paired box 9","HGNC:8623","14q13.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1248","PAXIP1",NA,NA,"Approved symbol","PAXIP1","PAX interacting protein 1","HGNC:8624","7q36.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1249","PBRM1","Yes","Yes","Approved symbol","PBRM1","polybromo 1","HGNC:30064","3p21.1","Yes","Yes","Approved symbol","PBRM1","polybromo 1","HGNC:30064","3p21.1","Yes","Approved symbol","PBRM1","polybromo 1","HGNC:30064","3p21.1","Yes"
"1250","PBX1","Yes",NA,"Approved symbol","PBX1","PBX homeobox 1","HGNC:8632","1q23.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1251","PBX2",NA,NA,"Approved symbol","PBX2","PBX homeobox 2","HGNC:8633","6p21.32","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1252","PBX3",NA,NA,"Approved symbol","PBX3","PBX homeobox 3","HGNC:8634","9q33.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1253","PBX4",NA,NA,"Approved symbol","PBX4","PBX homeobox 4","HGNC:13403","19p13.11","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1254","PCBP1",NA,"Yes","Approved symbol","PCBP1","poly(rC) binding protein 1","HGNC:8647","2p13.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1255","PCSK9",NA,NA,"Approved symbol","PCSK9","proprotein convertase subtilisin/kexin type 9","HGNC:20001","1p32.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1256","PDCD1",NA,"Yes","Approved symbol","PDCD1","programmed cell death 1","HGNC:8760","2q37.3","Yes","Yes","Approved symbol","PDCD1","programmed cell death 1","HGNC:8760","2q37.3","Yes","Approved symbol","PDCD1","programmed cell death 1","HGNC:8760","2q37.3","Yes"
"1257","PDCD1LG2",NA,"Yes","Approved symbol","PDCD1LG2","programmed cell death 1 ligand 2","HGNC:18731","9p24.1","Yes","Yes","Approved symbol","PDCD1LG2","programmed cell death 1 ligand 2","HGNC:18731","9p24.1","Yes","Approved symbol","PDCD1LG2","programmed cell death 1 ligand 2","HGNC:18731","9p24.1","Yes"
"1258","PDE4DIP","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1259","PDGFA",NA,NA,"Approved symbol","PDGFA","platelet derived growth factor subunit A","HGNC:8799","7p22.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1260","PDGFB","Yes",NA,"Approved symbol","PDGFB","platelet derived growth factor subunit B","HGNC:8800","22q13.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1261","PDGFC",NA,NA,"Approved symbol","PDGFC","platelet derived growth factor C","HGNC:8801","4q32.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1262","PDGFD",NA,NA,"Approved symbol","PDGFD","platelet derived growth factor D","HGNC:30620","11q22.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1263","PDGFRA","Yes","Yes","Approved symbol","PDGFRA","platelet derived growth factor receptor alpha","HGNC:8803","4q12","Yes","Yes","Approved symbol","PDGFRA","platelet derived growth factor receptor alpha","HGNC:8803","4q12","Yes","Approved symbol","PDGFRA","platelet derived growth factor receptor alpha","HGNC:8803","4q12","Yes"
"1264","PDGFRB","Yes","Yes","Approved symbol","PDGFRB","platelet derived growth factor receptor beta","HGNC:8804","5q32","Yes","Yes","Approved symbol","PDGFRB","platelet derived growth factor receptor beta","HGNC:8804","5q32","Yes","Approved symbol","PDGFRB","platelet derived growth factor receptor beta","HGNC:8804","5q32","Yes"
"1265","PDK1",NA,"Yes","Approved symbol","PDK1","pyruvate dehydrogenase kinase 1","HGNC:8809","2q31.1","Yes","Yes","Approved symbol","PDK1","pyruvate dehydrogenase kinase 1","HGNC:8809","2q31.1","Yes",NA,NA,NA,NA,NA,NA
"1266","PDPK1",NA,"Yes","Approved symbol","PDPK1","3-phosphoinositide dependent protein kinase 1","HGNC:8816","16p13.3","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","PDPK1","3-phosphoinositide dependent protein kinase 1","HGNC:8816","16p13.3","Yes"
"1267","PDS5A",NA,NA,"Approved symbol","PDS5A","PDS5 cohesin associated factor A","HGNC:29088","4p14","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1268","PDS5B",NA,NA,"Approved symbol","PDS5B","PDS5 cohesin associated factor B","HGNC:20418","13q13.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1269","PEAR1",NA,NA,"Approved symbol","PEAR1","platelet endothelial aggregation receptor 1","HGNC:33631","1q23.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
